file;seed;initial examples;precision;recall;number iterations;not found;total values;time in sec
LaureateYearToCategory.csv; 76632319;3;0.0;0.0;-999;746;750;4.957486391067505
LaureateYearToCategory.csv; 76632319;5;1.0;0.6693548387096774;-999;246;750;4.957486391067505
LaureateYearToCategory.csv; 76632319;10;1.0;0.6684709066305818;-999;245;750;4.957486391067505
ManufacturerToProducts.csv; 640116419;3;0.0;0.0;-999;73;207;1.554375410079956
ManufacturerToProducts.csv; 640116419;5;0.0;0.0;-999;71;207;1.554375410079956
ManufacturerToProducts.csv; 640116419;10;0.0;0.0;-999;69;207;1.554375410079956
MilesToKm.csv;An error occured;10;0.10505938529968262
militaryGDP2country.txt; -1710350338;3;0.0;0.0;-999;7;13;24.53476357460022
militaryGDP2country.txt; -1710350338;5;0.0;0.0;-999;5;13;24.53476357460022
militaryGDP2country.txt; -1710350338;10;0.0;0.0;-999;2;13;24.53476357460022
Mountain7k2Countries.txt; 1123478190;3;0.0;0.0;-999;114;149;4.204025983810425
Mountain7k2Countries.txt; 1123478190;5;0.0;0.0;-999;112;149;4.204025983810425
Mountain7k2Countries.txt; 1123478190;10;0.7142857142857143;0.03597122302158273;-999;101;149;4.204025983810425
MountainsOver7k2feet.csv; -115685185;3;1.0;0.7982456140350878;-999;23;118;4.638589143753052
MountainsOver7k2feet.csv; -115685185;5;1.0;0.8035714285714286;-999;22;118;4.638589143753052
MountainsOver7k2feet.csv; -115685185;10;0.9423076923076923;0.9158878504672897;-999;3;118;4.638589143753052
MountainsOver7k2meters.csv; -218611929;3;1.0;0.7982456140350878;-999;23;118;4.252851724624634
MountainsOver7k2meters.csv; -218611929;5;1.0;0.8660714285714286;-999;15;118;4.252851724624634
MountainsOver7k2meters.csv; -218611929;10;0.9555555555555556;0.8037383177570093;-999;17;118;4.252851724624634
MountainsOver7k2Range.csv; 221384234;3;0.896551724137931;0.45614035087719296;-999;56;118;3.4833970069885254
MountainsOver7k2Range.csv; 221384234;5;0.8947368421052632;0.45535714285714285;-999;55;118;3.4833970069885254
MountainsOver7k2Range.csv; 221384234;10;0.873015873015873;0.514018691588785;-999;44;118;3.4833970069885254
Movie2Cast.txt;An error occured;515;5.905040264129639
Movie2year.txt; -802303844;3;1.0;0.875;-999;1;12;16.33111882209778
Movie2year.txt; -802303844;5;1.0;0.8333333333333334;-999;1;12;16.33111882209778
Movie2year.txt; -802303844;10;0.0;0.0;-999;1;12;16.33111882209778
MovieActorYear2Role.txt; 217178883;3;0.0;0.0;-999;509;515;5.869288921356201
MovieActorYear2Role.txt; 217178883;5;0.0;0.0;-999;507;515;5.869288921356201
MovieActorYear2Role.txt; 217178883;10;0.0;0.0;-999;502;515;5.869288921356201
NBAClub2Roster.txt;An error occured;137;2.403747797012329
NovelYear2Author.csv; 290797951;3;0.0;0.0;-999;40;44;3.5039660930633545
NovelYear2Author.csv; 290797951;5;0.0;0.0;-999;38;44;3.5039660930633545
NovelYear2Author.csv; 290797951;10;1.0;0.06060606060606061;-999;31;44;3.5039660930633545
OpenYear2Winner_upTo2013.csv;Timed out after 6 minutes.;45;360.16084456443787
PapertitleToauthors_FullName_List.csv; -874284496;3;0.0;0.0;-999;990;994;2.150754451751709
PapertitleToauthors_FullName_List.csv; -874284496;5;0.0;0.0;-999;988;994;2.150754451751709
PapertitleToauthors_FullName_List.csv; -874284496;10;0.0;0.0;-999;983;994;2.150754451751709
PatentIDToName.csv; -1223611997;3;0.0;0.0;-999;7;11;1.5299615859985352
PatentIDToName.csv; -1223611997;5;0.0;0.0;-999;5;11;1.5299615859985352
PatentIDToName.csv; -1223611997;10;0.0;NaN;-999;0;11;1.5299615859985352
Person2Spouses.txt; -1275170728;3;0.0;0.0;-999;33;64;1.8206896781921387
Person2Spouses.txt; -1275170728;5;0.0;0.0;-999;31;64;1.8206896781921387
Person2Spouses.txt; -1275170728;10;0.0;0.0;-999;28;64;1.8206896781921387
player2ope.txt;Timed out after 6 minutes.;20;360.1546676158905
PoundsToKg.csv;Timed out after 6 minutes.;10;360.28679513931274
prettycleaned_airport_codes_internalGT2.csv; -1619806674;3;0.9282814614343707;0.6513482719331561;-999;1153;5289;27.321911811828613
prettycleaned_airport_codes_internalGT2.csv; -1619806674;5;0.9277010560519903;0.6508358662613982;-999;1153;5289;27.321911811828613
prettycleaned_airport_codes_internalGT2.csv; -1619806674;10;0.8837713356813871;0.6202700133105153;-999;1150;5289;27.321911811828613
prettycleaned_countryCodes.csv; 1036150085;3;0.9732620320855615;0.7913043478260869;-999;43;234;37.98358702659607
prettycleaned_countryCodes.csv; 1036150085;5;0.43859649122807015;0.43859649122807015;-999;0;234;37.98358702659607
prettycleaned_countryCodes.csv; 1036150085;10;0.8036529680365296;0.7892376681614349;-999;4;234;37.98358702659607
prettycleaned_currencies.csv; 1252745414;3;0.9;0.13846153846153847;-999;160;199;16.500356674194336
prettycleaned_currencies.csv; 1252745414;5;0.0;0.0;-999;188;199;16.500356674194336
prettycleaned_currencies.csv; 1252745414;10;0.7;0.03723404255319149;-999;173;199;16.500356674194336
prettycleaned_denonyms.csv; 1983202379;3;0.60431654676259;0.49122807017543857;-999;31;175;18.080846786499023
prettycleaned_denonyms.csv; 1983202379;5;0.7483443708609272;0.6686390532544378;-999;17;175;18.080846786499023
prettycleaned_denonyms.csv; 1983202379;10;0.6062992125984252;0.4695121951219512;-999;36;175;18.080846786499023
prettycleaned_iban.csv;An error occured;70;0.3212242126464844
prettycleaned_languages.csv;An error occured;136;6.147710800170898
