file;seed;#examples;precision;recall;not found;#examples;precision;recall;not found;#examples;precision;recall;not found;total values;time in sec
MountainsOver7k2meters.csv; -915144537;3;0.7857142857142857;0.7719298245614035;2;5;0.7818181818181819;0.7678571428571429;2;10;0.8857142857142857;0.8691588785046729;2;118;4.340297698974609
TeamToManager.txt; 1273076993;3;0.6666666666666666;0.25;5;5;1.0;0.16666666666666666;5;10;0.0;0.0;5;12;3.104435920715332
ISBNToAuthor.csv; -8620412;3;0.0;0.0;7;5;0.0;0.0;7;10;0.0;NaN;7;11;1.758155107498169
SoccerPlayer2Height.csv; 23266862;3;0.0;0.0;252;5;0.0;0.0;252;10;0.0;0.0;252;257;2.864217758178711
2013CountryLocation2UnescoSite.txt; 27978253;3;0.0;0.0;17;5;0.0;0.0;17;10;0.0;0.0;17;134;3.0447778701782227
sigmodyeartolocation.txt; 1394967139;3;1.0;1.0;0;5;0.0;0.0;0;10;0.0;0.0;0;41;32.28344511985779
CountryToCountryCode.csv;Error occured;241;25.717752695083618
Developer2Games_UpTo2013.csv;Error occured;451;4.458850622177124
CityToZIp.csv; 434932115;3;0.8714733542319749;0.008305201206942909;15817;5;0.6846846846846847;0.004541244659556034;15817;10;0.8932038834951457;0.002749058746190163;15817;33477;87.85092759132385
TennisPlayer2WonOpens_upTo2013.csv;xFormer timed out after 6 minutes;20;360.13524079322815
videogame2Publisher.csv; -1893702532;3;0.36947791164658633;0.2548476454293629;112;5;0.423728813559322;0.2785515320334262;112;10;0.4161290322580645;0.3644067796610169;112;377;29.124477863311768
AthletesHoldingWorldRecordsPerCountry.csv; -288831642;3;0.0;0.0;16;5;0.0;0.0;16;10;0.46153846153846156;0.1;16;64;6.423039674758911
MountainsOver7k2Range.csv; -237022316;3;0.0;0.0;114;5;0.0;0.0;114;10;0.93;0.8691588785046729;114;118;6.263930320739746
ManufacturerToProducts.csv; 1201501481;3;0.0;0.0;74;5;0.0;0.0;74;10;0.0;0.0;74;207;1.5379266738891602
2013UnescoSite2Location.csv; -1175359397;3;0.0;0.0;130;5;0.0;0.0;130;10;0.0;0.0;130;134;1.5383760929107666
Continent2Countries.csv;Error occured;205;5.736202239990234
airport_codes_internalGT2.csv; -1818258258;3;0.9692556634304207;0.11113172541743971;4349;5;0.9621689785624212;0.14161098737936154;4349;10;0.9232736572890026;0.13412595207133568;4349;5413;59.17052626609802
ZipToState.csv; -440615429;3;0.0;0.0;7;5;0.0;0.0;7;10;0.0;NaN;7;11;6.516072988510132
CityToCountry.csv; 1455914012;3;0.4117647058823529;0.4117647058823529;0;5;0.26666666666666666;0.26666666666666666;0;10;0.3;0.3;0;21;25.97605609893799
CharToAscii.csv; 1821207188;3;0.0;0.0;8;5;0.0;0.0;8;10;0.0;0.0;8;12;1.839942455291748
IBANToBankName.csv; -1088955322;3;0.0;0.0;60;5;0.0;0.0;60;10;0.0;0.0;60;70;1.6110455989837646
player2ope.txt;xFormer timed out after 6 minutes;20;360.1625099182129
zipCityToCountry.txt; -707233425;3;0.0;0.0;69;5;0.8888888888888888;0.11940298507462686;69;10;0.7777777777777778;0.11290322580645161;69;75;6.198243618011475
prettycleaned_zips.csv; 899417992;3;0.0;0.0;33473;5;0.0;0.0;33473;10;0.9464720194647201;0.11623737524651885;33473;33477;23.04020643234253
videogame2Developer.csv; 1779798689;3;0.0;0.0;361;5;0.28272251308900526;0.14958448753462603;361;10;0.28191489361702127;0.14887640449438203;361;377;9.500600576400757
AirportcodeToCity.csv;Error occured;5289;19.030823469161987
CountryToLanguage.csv; -873337850;3;0.6538461538461539;0.6439393939393939;2;5;0.7115384615384616;0.5692307692307692;2;10;0.20192307692307693;0.168;2;136;29.991124391555786
RegionToAreaCode_Single.csv; 1666696629;3;0.0;0.0;61;5;0.0;0.0;61;10;0.0;0.0;61;353;73.67764186859131
element2BP.csv; -892582477;3;1.0;1.0;0;5;0.4594594594594595;0.4594594594594595;0;10;0.6875;0.6875;0;43;28.05040979385376
2013UnescoSite2Country.csv; 2033981914;3;0.0;0.0;127;5;0.0;0.0;127;10;0.9090909090909091;0.08333333333333333;127;131;3.0871689319610596
2006SoccerPlayer2club.csv; 1802564039;3;0.0;0.0;62;5;0.0;0.0;62;10;0.23076923076923078;0.05454545454545454;62;66;7.946358919143677
shoesizeUSEUR.txt; 2033584744;3;0.0;0.0;12;5;0.0;0.0;12;10;0.0;0.0;12;16;46.34617209434509
